texto,tipo,sentimiento_general,estrellas,aspecto_comida,aspecto_servicio,aspecto_limpieza,aspecto_precio
"En la Parrilla del Valle, el costo nos pareció promedio. En cuanto al resto, la limpieza del lugar es normal. Además, los platillos fueron estándar.",restaurante,neutral,3,neutral,no_mencionado,neutral,neutral
"En el Hotel Andino, las tarifas resultaron sobrevalorado. Además, la comida estuvo de primera calidad. En cuanto al resto, nos atendieron de forma indiferente.",hotel,negativo,2,positivo,negativo,no_mencionado,negativo
"En el Hotel Plaza Mayor, la limpieza del lugar es por debajo de lo esperado. Asimismo, el personal fue correcto. Además, la comida estuvo correcta.",hotel,negativo,2,neutral,neutral,negativo,no_mencionado
"En el Hotel Mirador del Valle, nos atendieron de forma muy atento. También, las tarifas resultaron muy caro. Por otro lado, el desayuno fue muy sabrosa. En cuanto al resto, el aseo general fue impecable.",hotel,positivo,4,positivo,positivo,positivo,negativo
"En el Café Illimani, la relación precio-calidad es sobrevalorado. En cuanto al resto, el personal fue profesional. Asimismo, la limpieza del lugar es reluciente.",restaurante,positivo,4,no_mencionado,positivo,positivo,negativo
"En el Restaurante La Paceña, las tarifas resultaron excesivo. Por otro lado, todo se veía aceptable. Asimismo, la atención del staff fue indiferente.",restaurante,negativo,2,no_mencionado,negativo,neutral,negativo
"En el Hotel Real Audiencia, las tarifas resultaron muy caro. En cuanto al resto, nos atendieron de forma correcto. Asimismo, la comida es sin nada especial. Por otro lado, todo se veía por debajo de lo esperado.",hotel,negativo,2,neutral,neutral,negativo,negativo
"En el Café Illimani, la relación precio-calidad es justo. En cuanto al resto, la limpieza del lugar es impecable.",restaurante,positivo,5,no_mencionado,no_mencionado,positivo,positivo
"En el Hotel Mirador del Valle, los precios son justo. Además, la atención del staff fue correcto.",hotel,positivo,4,no_mencionado,neutral,no_mencionado,positivo
"En el Restaurante Fogón Criollo, la atención del staff fue aceptable. Por otro lado, la limpieza del lugar es muy limpio. Además, las tarifas resultaron excesivo. Por otro lado, el desayuno fue normal.",restaurante,neutral,3,neutral,neutral,positivo,negativo
"En el Hotel Mirador del Valle, las habitaciones estaban impecable. En cuanto al resto, la comida es exquisita. Asimismo, la atención del staff fue pésimo. También, las tarifas resultaron razonable.",hotel,positivo,4,positivo,negativo,positivo,positivo
"En la Parrilla del Valle, la relación precio-calidad es excesivo. Asimismo, todo se veía sucia. Asimismo, los platillos fueron muy grasosa.",restaurante,negativo,1,negativo,no_mencionado,negativo,negativo
"En el Hotel Andino, la limpieza del lugar es adecuada. También, nos atendieron de forma correcto. También, el desayuno fue deliciosa. Por otro lado, los precios son una excelente relación precio-calidad.",hotel,positivo,4,positivo,neutral,neutral,positivo
"En el Hotel Real Audiencia, el personal fue correcto. Por otro lado, la comida estuvo de primera calidad. Asimismo, el aseo general fue aceptable.",hotel,positivo,4,positivo,neutral,neutral,no_mencionado
"En el Hotel Andino, la atención del staff fue correcto. Asimismo, las tarifas resultaron razonable dentro del mercado. En cuanto al resto, la limpieza del lugar es impecable. Por otro lado, la comida estuvo recién preparada y sabrosa.",hotel,positivo,4,positivo,neutral,positivo,neutral
"En el Restaurante La Paceña, el aseo general fue por debajo de lo esperado. Por otro lado, la relación precio-calidad es sobrevalorado. Por otro lado, nos atendieron de forma muy demorado. Además, el desayuno fue normal.",restaurante,negativo,2,neutral,negativo,negativo,negativo
"En el Hotel Mirador del Valle, las habitaciones estaban reluciente. También, el personal fue pésimo.",hotel,neutral,3,no_mencionado,negativo,positivo,no_mencionado
"En el Hotel Andino, el desayuno fue decepcionante. Asimismo, el personal fue profesional. Asimismo, la relación precio-calidad es más alto de lo que justifica la experiencia. También, las habitaciones estaban adecuada.",hotel,neutral,2,negativo,positivo,neutral,negativo
"En el Restaurante Rincón Cochabambino, el personal fue correcto. También, los platillos fueron correcta. En cuanto al resto, el costo nos pareció similar al de la competencia.",restaurante,neutral,3,neutral,neutral,no_mencionado,neutral
"En el Restaurante Rincón Cochabambino, la atención del staff fue muy demorado. Por otro lado, la relación precio-calidad es excesivo.",restaurante,negativo,1,no_mencionado,negativo,no_mencionado,negativo
"En el Restaurante La Paceña, todo se veía descuidada. En cuanto al resto, las tarifas resultaron más alto de lo que justifica la experiencia. En cuanto al resto, la comida estuvo deliciosa. Asimismo, nos atendieron de forma muy demorado.",restaurante,negativo,2,positivo,negativo,negativo,negativo
"En el Restaurante La Paceña, nos atendieron de forma rápido y amable. Por otro lado, el costo nos pareció no vale lo que cuesta. Asimismo, el aseo general fue muy limpio. También, los platillos fueron fría cuando debía estar caliente.",restaurante,neutral,3,negativo,positivo,positivo,negativo
"En el Restaurante La Paceña, todo se veía aceptable. En cuanto al resto, el desayuno fue decepcionante. Además, el costo nos pareció excesivo.",restaurante,negativo,2,negativo,no_mencionado,neutral,negativo
"En el Café Illimani, la relación precio-calidad es una excelente relación precio-calidad. Por otro lado, las habitaciones estaban normal. También, la comida estuvo de mala calidad.",restaurante,neutral,3,negativo,no_mencionado,neutral,positivo
"En la Cantina Altiplano, la comida es correcta. Asimismo, el personal fue muy atento.",restaurante,positivo,4,neutral,positivo,no_mencionado,no_mencionado
"En el Hostal Sol Naciente, el personal fue normal. También, todo se veía adecuada. En cuanto al resto, las tarifas resultaron excesivo. Por otro lado, la comida es decepcionante.",hotel,negativo,2,negativo,neutral,neutral,negativo
"En el Restaurante Rincón Cochabambino, todo se veía descuidada. En cuanto al resto, las tarifas resultaron muy accesible.",restaurante,neutral,3,no_mencionado,no_mencionado,negativo,positivo
"En el Hotel Real Audiencia, el costo nos pareció similar al de la competencia. Asimismo, el desayuno fue recién preparada y sabrosa.",hotel,positivo,4,positivo,no_mencionado,no_mencionado,neutral
"En el Hostal Kantuta, el personal fue estándar. Por otro lado, la comida es exquisita. Por otro lado, el costo nos pareció razonable dentro del mercado. Además, el aseo general fue reluciente.",hotel,positivo,4,positivo,neutral,positivo,neutral
"En el Restaurante Los Yungas, el costo nos pareció muy accesible. En cuanto al resto, nos atendieron de forma normal.",restaurante,positivo,4,no_mencionado,neutral,no_mencionado,positivo
"En el Hotel Real Audiencia, la limpieza del lugar es con mal olor. También, los precios son excesivo. Asimismo, el servicio fue lento. Por otro lado, el desayuno fue muy sabrosa.",hotel,negativo,2,positivo,negativo,negativo,negativo
"En el Hotel Plaza Mayor, la comida estuvo sin nada especial. Por otro lado, los precios son similar al de la competencia. En cuanto al resto, el servicio fue profesional. Asimismo, todo se veía descuidada.",hotel,neutral,3,neutral,positivo,negativo,neutral
"En el Hotel Mirador del Valle, el desayuno fue estándar. También, las tarifas resultaron una excelente relación precio-calidad.",hotel,positivo,4,neutral,no_mencionado,no_mencionado,positivo
"En el Hotel Andino, la relación precio-calidad es razonable. Por otro lado, la limpieza del lugar es adecuada. Asimismo, la atención del staff fue rápido y amable. En cuanto al resto, la comida estuvo excelente.",hotel,positivo,4,positivo,positivo,neutral,positivo
"En la Parrilla del Valle, la comida es aceptable. En cuanto al resto, la atención del staff fue estándar. En cuanto al resto, la relación precio-calidad es similar al de la competencia. Además, las habitaciones estaban aceptable.",restaurante,neutral,3,neutral,neutral,neutral,neutral
"En el Hotel Andino, la comida estuvo aceptable. Además, los precios son no vale lo que cuesta. Asimismo, el aseo general fue deficiente.",hotel,negativo,2,neutral,no_mencionado,negativo,negativo
"En la Parrilla del Valle, la limpieza del lugar es impoluto. También, los precios son excesivo. Por otro lado, la comida estuvo aceptable. En cuanto al resto, el personal fue indiferente.",restaurante,neutral,2,neutral,negativo,positivo,negativo
"En el Hostal Sol Naciente, el aseo general fue deficiente. Asimismo, la atención del staff fue atento en todo momento. Asimismo, los platillos fueron decepcionante.",hotel,negativo,2,negativo,positivo,negativo,no_mencionado
"En el Café Illimani, las habitaciones estaban descuidada. Además, la relación precio-calidad es muy caro.",restaurante,negativo,1,no_mencionado,no_mencionado,negativo,negativo
"En el Hotel Plaza Mayor, el servicio fue rápido y amable. Además, la comida estuvo sin nada especial. Además, las tarifas resultaron justo.",hotel,positivo,4,neutral,positivo,no_mencionado,positivo
"En el Hotel Los Pinos, la comida estuvo muy grasosa. También, el aseo general fue impecable. Además, nos atendieron de forma correcto. Además, el costo nos pareció no vale lo que cuesta.",hotel,neutral,2,negativo,neutral,positivo,negativo
"En el Hotel Real Audiencia, la comida estuvo increíble. También, el costo nos pareció una excelente relación precio-calidad. En cuanto al resto, la atención del staff fue correcto. Por otro lado, la limpieza del lugar es deficiente.",hotel,neutral,4,positivo,neutral,negativo,positivo
"En la Parrilla del Valle, todo se veía reluciente. En cuanto al resto, nos atendieron de forma lento.",restaurante,neutral,3,no_mencionado,negativo,positivo,no_mencionado
"En el Café Illimani, los platillos fueron correcta. Además, todo se veía impoluto.",restaurante,positivo,4,neutral,no_mencionado,positivo,no_mencionado
"En el Hotel Plaza Mayor, las habitaciones estaban adecuada. En cuanto al resto, la relación precio-calidad es similar al de la competencia.",hotel,neutral,3,no_mencionado,no_mencionado,neutral,neutral
"En el Restaurante Rincón Cochabambino, la relación precio-calidad es muy accesible. Además, todo se veía reluciente. Asimismo, la comida es increíble. También, el servicio fue profesional.",restaurante,positivo,5,positivo,positivo,positivo,positivo
"En el Café Illimani, el desayuno fue exquisita. Además, la limpieza del lugar es con mal olor. Por otro lado, las tarifas resultaron muy caro.",restaurante,negativo,2,positivo,no_mencionado,negativo,negativo
"En el Hostal Kantuta, el personal fue aceptable. También, la comida es muy sabrosa.",hotel,positivo,4,positivo,neutral,no_mencionado,no_mencionado
"En el Hotel Andino, la comida estuvo muy sabrosa. Asimismo, el servicio fue correcto. Además, todo se veía impoluto. En cuanto al resto, el costo nos pareció justo.",hotel,positivo,4,positivo,neutral,positivo,positivo
"En el Restaurante Los Yungas, la limpieza del lugar es cuidada hasta el último detalle. Además, nos atendieron de forma profesional. En cuanto al resto, los precios son razonable dentro del mercado. Por otro lado, el desayuno fue correcta.",restaurante,positivo,4,neutral,positivo,positivo,neutral
"En el Hotel Mirador del Valle, el aseo general fue impecable. Asimismo, los precios son promedio. Asimismo, el servicio fue lento. En cuanto al resto, los platillos fueron decepcionante.",hotel,neutral,2,negativo,negativo,positivo,neutral
"En el Hostal Sol Naciente, el costo nos pareció muy accesible. También, el aseo general fue por debajo de lo esperado. Por otro lado, los platillos fueron estándar. También, nos atendieron de forma excelente.",hotel,neutral,4,neutral,positivo,negativo,positivo
"En el Hostal Sol Naciente, el aseo general fue muy limpio. Por otro lado, los precios son una excelente relación precio-calidad.",hotel,positivo,5,no_mencionado,no_mencionado,positivo,positivo
"En el Hotel Mirador del Valle, la atención del staff fue deficiente. Por otro lado, la relación precio-calidad es razonable dentro del mercado.",hotel,negativo,2,no_mencionado,negativo,no_mencionado,neutral
"En el Restaurante Fogón Criollo, las tarifas resultaron razonable. Asimismo, los platillos fueron de mala calidad. También, todo se veía impoluto. También, nos atendieron de forma excelente.",restaurante,positivo,4,negativo,positivo,positivo,positivo
"En el Restaurante Fogón Criollo, los platillos fueron fría cuando debía estar caliente. También, la atención del staff fue muy cordial. También, la limpieza del lugar es descuidada.",restaurante,negativo,2,negativo,positivo,negativo,no_mencionado
